"","id","X","Y","Z","Spit","Level","Code"
"1013","H18-1184",119.692001342773,126.65299987793,24.6919994354248,"5","4","LITHIC"
"1014","H18-1185",119.72200012207,126.647003173828,24.6979999542236,"5","4","LITHIC"
"1015","H18-1186",119.65599822998,126.502998352051,24.6959991455078,"5","4","LITHIC"
"1016","H18-1187",119.475997924805,126.596000671387,24.6809997558594,"5","4","LITHIC"
"1017","H18-1188",119.609001159668,126.713996887207,24.6870002746582,"5","4","LITHIC"
"1018","H18-1189",119.768997192383,126.440002441406,24.7129993438721,"5","4","LITHIC"
"1019","H18-1190",119.628997802734,126.421997070312,24.6940002441406,"5","4","LITHIC"
"1020","H18-1191",119.804000854492,126.324996948242,24.7390003204346,"5","4","LITHIC"
"1021","H18-1192",119.610000610352,126.365997314453,24.7070007324219,"5","4","LITHIC"
"1022","H18-1193",119.653999328613,126.309997558594,24.7259998321533,"5","4","LITHIC"
"1023","H18-1194",119.662002563477,126.318000793457,24.7210006713867,"5","4","LITHIC"
"1024","H18-1195",119.805000305176,126.297996520996,24.7339992523193,"5","4","LITHIC"
"1025","H18-1196",119.835998535156,126.363998413086,24.7220001220703,"5","4","LITHIC"
"1026","H18-1197",119.088996887207,126.495002746582,24.6420001983643,"5","4","LITHIC"
"1027","H18-1198",119.004997253418,126.59700012207,24.6110000610352,"5","4","LITHIC"
"1028","H18-1200",119.02799987793,126.710998535156,24.6229991912842,"5","4","LITHIC"
"1029","H18-1201",119.024002075195,126.810997009277,24.6280002593994,"5","4","LITHIC"
"1030","H18-1202",119.528999328613,126.333000183105,24.7229995727539,"5","4","LITHIC"
"1031","H18-1203",119.428001403809,126.427001953125,24.69700050354,"5","4","LITHIC"
"1032","H18-1204",119.347999572754,126.791000366211,24.6590003967285,"5","4","LITHIC"
"1033","H18-1205",119.203002929688,126.462997436523,24.67799949646,"5","4","LITHIC"
"1034","H18-1206",119.513000488281,126.253997802734,24.7089996337891,"5","4","LITHIC"
"1035","H18-1207",119.485000610352,126.178001403809,24.7229995727539,"5","4","LITHIC"
"1036","H18-1208",119.953002929688,126.195999145508,24.7789993286133,"5","4","LITHIC"
"1037","H18-1209",119.490997314453,126.25,24.6949996948242,"5","4","LITHIC"
"1038","H18-1210",119.373001098633,126.24299621582,24.69700050354,"5","4","LITHIC"
"1039","H18-1211",119.388000488281,126.208000183105,24.6959991455078,"5","4","LITHIC"
"1040","H18-1212",119.100997924805,126.34400177002,24.6760005950928,"5","4","LITHIC"
"1041","H18-1213",119.055999755859,126.33699798584,24.67799949646,"5","4","LITHIC"
"1042","H18-1214",119.197998046875,126.106002807617,24.7509994506836,"5","4","LITHIC"
"1043","H18-1215",119.559997558594,126.077003479004,24.742000579834,"5","4","LITHIC"
"1044","H18-1216",119.556999206543,126.082000732422,24.7339992523193,"5","4","LITHIC"
"1045","H18-1217",119.375999450684,126.047996520996,24.7430000305176,"5","4","LITHIC"
"1046","H18-1218",119.228996276855,126.13500213623,24.7089996337891,"5","4","LITHIC"
"1047","H18-1219",119.250999450684,126.060997009277,24.7269992828369,"5","4","LITHIC"
"1048","H18-1221",119.008003234863,126.987998962402,24.628999710083,"6","4","LITHIC"
"1049","H18-1222",119.231002807617,126.833999633789,24.6469993591309,"6","4","LITHIC"
"1050","H18-1223",119.234001159668,126.820999145508,24.6450004577637,"6","4","LITHIC"
"1051","H18-1224",119.305000305176,126.942001342773,24.6639995574951,"6","4","LITHIC"
"1052","H18-1225",119.346000671387,126.914001464844,24.6550006866455,"6","4","LITHIC"
"1053","H18-1226",119.25,126.875999450684,24.632999420166,"6","4","LITHIC"
"1054","H18-1227",119.103996276855,126.745002746582,24.6499996185303,"6","4","LITHIC"
"1055","H18-1228",119.055999755859,126.61499786377,24.621000289917,"6","4","LITHIC"
"1056","H18-1229",119.027000427246,126.678001403809,24.6089992523193,"6","4","LITHIC"
"1057","H18-1230",119.126998901367,126.598999023438,24.6200008392334,"6","4","LITHIC"
"1058","H18-1231",119.237998962402,126.457000732422,24.6410007476807,"6","4","LITHIC"
"1059","H18-1232",119.212997436523,126.537002563477,24.6450004577637,"6","4","LITHIC"
"1060","H18-1233",119.233001708984,126.616996765137,24.6469993591309,"6","4","LITHIC"
"1061","H18-1234",119.300003051758,126.753997802734,24.6310005187988,"6","4","LITHIC"
"1062","H18-1236",119.289001464844,126.600997924805,24.6429996490479,"6","4","LITHIC"
"1063","H18-1237",119.230003356934,126.565002441406,24.628999710083,"6","4","LITHIC"
"1064","H18-1238",119.252998352051,126.523002624512,24.6509990692139,"6","4","LITHIC"
"1065","H18-1239",119.013999938965,126.263000488281,24.6520004272461,"6","4","LITHIC"
"1066","H18-1240",119.213996887207,126.487998962402,24.6259994506836,"6","4","LITHIC"
"1067","H18-1241",119.26000213623,126.491996765137,24.6350002288818,"6","4","LITHIC"
"1068","H18-1242",119.174003601074,126.30899810791,24.6299991607666,"6","4","LITHIC"
"1069","H18-1243",119.037002563477,126.214996337891,24.6340007781982,"6","4","LITHIC"
"1070","H18-1245",119.248001098633,126.281997680664,24.6800003051758,"6","4","LITHIC"
"1071","H18-1246",119.455001831055,126.474998474121,24.6439990997314,"6","4","LITHIC"
"1072","H18-1247",119.123001098633,126.138999938965,24.6790008544922,"6","4","LITHIC"
"1073","H18-1248",119.143997192383,126.138999938965,24.6560001373291,"6","4","LITHIC"
"1074","H18-1250",119.198997497559,126.44100189209,24.6119995117188,"6","4","LITHIC"
"1075","H18-1251",119.33699798584,126.197998046875,24.6469993591309,"6","4","LITHIC"
"1076","H18-1252",119.329002380371,126.144996643066,24.6660003662109,"6","4","LITHIC"
"1077","H18-1253",119.626998901367,126.458999633789,24.6870002746582,"6","4","LITHIC"
