"","id","X","Y","Z","Spit","Level","Code"
"94","H18-119",119.817001342773,126.762001037598,25.4370002746582,"4","2","LITHIC"
"95","H18-120",119.568000793457,126.557998657227,25.4449996948242,"4","2","LITHIC"
"96","H18-121",119.65599822998,126.342002868652,25.4389991760254,"4","2","LITHIC"
"97","H18-122",119.704002380371,126.322998046875,25.443000793457,"4","2","LITHIC"
"98","H18-123",119.327003479004,126.282997131348,25.4060001373291,"4","2","LITHIC"
"99","H18-124",119.264999389648,126.30899810791,25.4090003967285,"4","2","LITHIC"
"100","H18-125",119.236000061035,126.072998046875,25.4389991760254,"4","2","LITHIC"
"101","H18-126",119.059997558594,126.044998168945,25.4729995727539,"4","2","LITHIC"
"102","H18-127",119.107002258301,126.041999816895,25.431999206543,"4","2","LITHIC"
"103","H18-128",119.552001953125,126.299003601074,25.4029998779297,"4","2","LITHIC"
"104","H18-129",119.517997741699,126.228996276855,25.4060001373291,"4","2","LITHIC"
