"","id","X","Y","Z","Spit","Level","Code","Sitio","Area","Lot","Materia","Classe","Fragmentacao_Artefacto","Cortex","Peso","Espessura","Largura","Comprimento","Alteracao","Fogo","N_Esquirolas","Tipo_Retocado","Notas"
"131","H18-2559",119.498001098633,126.857002258301,24.1650009155273,"1","5","BUCKET","VB",TRUE,"LOT-146","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,13,NA,NA
"132","H18-2559",119.498001098633,126.857002258301,24.1650009155273,"1","5","BUCKET","VB",TRUE,"LOT-146","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,35,NA,NA
"133","H18-2564",119.031997680664,126.541000366211,24.1809997558594,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Lasca",NA,"0%",3,7.02,17.04,34.53,"Nenhuma",NA,NA,NA,NA
"134","H18-2567",119.08699798584,126.480003356934,24.1909999847412,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Fragmento",NA,NA,15,0,0,0,"Nenhuma",NA,NA,NA,NA
"135","H18-2570",119.047996520996,126.452003479004,24.1800003051758,"1","5","LITHIC","VB",TRUE,"LOT-311","Calcedonia","Produto retocado",NA,"0%",3,9,17.86,28.58,"Nenhuma",NA,NA,"Lasca retocada",NA
"136","H18-2571",119.164001464844,126.43399810791,24.1949996948242,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"137","H18-2573",119.175003051758,126.394996643066,24.1709995269775,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"138","H18-2575",119.149002075195,126.427001953125,24.1660003662109,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"139","H18-2576",119.059997558594,126.424003601074,24.1599998474121,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,15,0,0,0,"Nenhuma",NA,NA,NA,NA
"140","H18-2577",119.031997680664,126.31600189209,24.1809997558594,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Fragmento",NA,NA,8,0,0,0,"Nenhuma",NA,NA,NA,NA
"141","H18-2581",119.070999145508,126.214996337891,24.201000213623,"1","5","LITHIC","VB",TRUE,"LOT-311","Calcedonia","Produto alongado",NA,"0%",2,7.33,15.59,36.02,"Nenhuma",NA,NA,NA,NA
"142","H18-2582",119.162002563477,126.30899810791,24.1760005950928,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Fragmento produto alongado","Distal","0%",1,3.37,10.72,0,"Nenhuma",NA,NA,NA,NA
"143","H18-2587",119.171997070312,126.220001220703,24.1840000152588,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"144","H18-2591",119.222999572754,126.209999084473,24.1840000152588,"1","5","LITHIC","VB",TRUE,"LOT-61","Calcedonia","Fragmento",NA,NA,34,0,0,0,"Nenhuma",NA,NA,NA,NA
"145","H18-2599",119.377998352051,126.387001037598,24.1879997253418,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,14,NA,NA
"146","H18-2601",119.333000183105,126.348999023438,24.1860008239746,"1","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"147","H18-2602",119.278999328613,126.438003540039,24.1709995269775,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"148","H18-2611",119.626998901367,126.456001281738,24.2180004119873,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Núcleo",NA,"0%",22,27.95,32.13,26.56,"Nenhuma",NA,NA,NA,NA
"149","H18-2614",119.602996826172,126.573997497559,24.1870002746582,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto retocado",NA,"0%",1,4.43,14.1,19.2,"Nenhuma",NA,NA,"Truncatura",NA
"150","H18-2615",119.611999511719,126.511001586914,24.1900005340576,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto alongado",NA,"0%",7,7.05,19.96,49.42,"Nenhuma",NA,NA,NA,NA
"151","H18-2622",119.629997253418,126.432998657227,24.1679992675781,"1","5","LITHIC","VB",TRUE,"LOT-146","Calcedonia","Produto retocado",NA,"0%",4,5.86,16.09,32.66,"Nenhuma",NA,NA,NA,NA
"152","H18-2624",119.693000793457,126.383003234863,24.1679992675781,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto retocado",NA,"0%",3,5.24,11.2,34.99,"Nenhuma",NA,NA,"Lasca retocada",NA
"153","H18-2627",119.153999328613,126.261001586914,24.1639995574951,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"154","H18-2632",119.358001708984,126.374000549316,24.1660003662109,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Fragmento Lasca","Distal","0%",1.9,4.31,17.76,0,"Nenhuma",NA,NA,NA,NA
"155","H18-2632",119.358001708984,126.374000549316,24.1660003662109,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Fragmento Lasca","Distal","0%",2.2,4.84,13.57,0,"Nenhuma",NA,NA,NA,NA
"156","H18-2632",119.358001708984,126.374000549316,24.1660003662109,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,34,NA,NA
"157","H18-2632",119.358001708984,126.374000549316,24.1660003662109,"1","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,21,NA,NA
"158","H18-2634",119.018997192383,126.509002685547,24.1509990692139,"1","5","BONE","VB",TRUE,"LOT-311","Calcedonia","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"159","H18-2637",119.462997436523,126.236000061035,24.1860008239746,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Fragmento",NA,NA,8,0,0,0,"Nenhuma",NA,NA,NA,NA
"160","H18-2640",119.34400177002,126.171997070312,24.1889991760254,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"161","H18-2645",119.106002807617,126.237998962402,24.2080001831055,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Lasca",NA,"0%",7,8.85,21.35,32.69,"Nenhuma",NA,NA,NA,NA
"162","H18-2652",119.186996459961,126.069000244141,24.2320003509521,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento",NA,NA,0,0,0,0,"Nenhuma",NA,NA,NA,NA
"163","H18-2653",119.080001831055,126.089996337891,24.1900005340576,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"164","H18-2656",119.309997558594,126.11499786377,24.2439994812012,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Lasca",NA,"0%",3,5.1,16.43,29,"Nenhuma",NA,NA,NA,NA
"165","H18-2659",119.053001403809,126.069000244141,24.1709995269775,"1","5","LITHIC","VB",TRUE,"LOT-311","Silex","Lasca",NA,"0%",3,7.39,19.12,23.12,"Nenhuma",NA,NA,NA,NA
"166","H18-2660",119.00700378418,126.059997558594,24.1809997558594,"1","5","LITHIC","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,13,0,0,0,"Nenhuma",NA,NA,NA,NA
"167","H18-2664",119.003997802734,126.017997741699,24.2679996490479,"1","5","LITHIC","VB",TRUE,"LOT-61","Calcedonia","Lasca",NA,"0%",2,5.87,18.94,25.78,"Nenhuma",NA,NA,NA,NA
"168","H18-2671",119.164001464844,126.052001953125,24.19700050354,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,37,0,0,0,"Nenhuma",NA,NA,NA,NA
"169","H18-2672",119.349998474121,126.128997802734,24.1679992675781,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"170","H18-2673",119.293998718262,126.272003173828,24.1590003967285,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Lasca",NA,"0%",5,7.31,32.25,16.44,"Nenhuma",NA,NA,NA,NA
"171","H18-2675",119.262001037598,126.001998901367,24.306999206543,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,113,0,0,0,"Nenhuma",NA,NA,NA,NA
"172","H18-2676",119.351997375488,126.042999267578,24.2110004425049,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",9,13.4,21.79,35.75,"Nenhuma",NA,NA,NA,NA
"173","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,3.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"174","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Calcedonia","Lasca",NA,"0%",2.4,8.7,17.28,15.92,"Nenhuma",NA,NA,NA,NA
"175","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,2.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"176","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,38,NA,NA
"177","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,10,NA,NA
"178","H18-2677",119.180999755859,126.120002746582,24.1599998474121,"1","5","BUCKET","VB",TRUE,"LOT-311","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,13,NA,NA
"179","H18-2681",119.417999267578,126.08699798584,24.2070007324219,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"180","H18-2688",119.388999938965,126.154998779297,24.1720008850098,"1","5","BUCKET","VB",TRUE,"LOT-146","Silex","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"181","H18-2688",119.388999938965,126.154998779297,24.1720008850098,"1","5","BUCKET","VB",TRUE,"LOT-146","Silex","Produto alongado",NA,"0%",1,4.63,10.58,19.59,"Nenhuma",NA,NA,NA,NA
"182","H18-2688",119.388999938965,126.154998779297,24.1720008850098,"1","5","BUCKET","VB",TRUE,"LOT-146","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,13,NA,NA
"183","H18-2688",119.388999938965,126.154998779297,24.1720008850098,"1","5","BUCKET","VB",TRUE,"LOT-146","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"184","H18-2689",119.579002380371,126.276000976562,24.1879997253418,"1","5","LITHIC","VB",TRUE,"LOT-61","Calcedonia","Fragmento Lasca","Distal","0%",1,6.38,13.78,0,"Nenhuma",NA,NA,NA,NA
"185","H18-2691",119.180999755859,126.00700378418,24.2929992675781,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"186","H18-2692",119.575996398926,126.244003295898,24.1870002746582,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento produto retocado","Distal","0%",6,6.23,20.46,0,"Nenhuma",NA,NA,"Suporte vale comprido",NA
"187","H18-2697",119.738998413086,126.387001037598,24.1900005340576,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"188","H18-2698",119.607002258301,126.501998901367,24.1590003967285,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento produto retocado","Distal","0%",0,4.31,15.69,0,"Nenhuma",NA,NA,"Lasca retocada",NA
"189","H18-2700",119.818000793457,126.483001708984,24.1949996948242,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,22,0,0,0,"Nenhuma",NA,NA,NA,NA
"190","H18-2706",119.893997192383,126.293998718262,24.2140007019043,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",1,3.06,10.35,19.37,"Nenhuma",NA,NA,NA,NA
"191","H18-2708",119.791999816895,126.339996337891,24.1650009155273,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento de Núcleo",NA,"0%",9,20.6,0,0,"Nenhuma",NA,NA,NA,NA
"192","H18-2709",119.738998413086,126.245002746582,24.1630001068115,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",2,7.08,14.67,26,"Nenhuma",NA,NA,NA,NA
"193","H18-2712",119.866996765137,126.443000793457,24.1609992980957,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",4,8.42,12.88,28.29,"Nenhuma",NA,NA,NA,NA
"194","H18-2714",119.624000549316,126.521003723145,24.1520004272461,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",2,8.05,26.76,16.5,"Nenhuma",NA,NA,NA,NA
"195","H18-2717",119.81600189209,126.15599822998,24.2269992828369,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Núcleo",NA,"0%",9,15.61,35.01,11.94,"Nenhuma",NA,NA,NA,NA
"196","H18-2718",119.977996826172,126.575996398926,24.2549991607666,"1","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,14,0,0,0,"Nenhuma",NA,NA,NA,NA
"197","H18-2722",119.932998657227,126.46900177002,24.1550006866455,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",3,5.42,21.98,21.54,"Nenhuma",NA,NA,NA,NA
"198","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Silex","Fragmento",NA,NA,1.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"199","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Silex","Fragmento",NA,NA,1.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"200","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Grauvaque","Fragmento",NA,NA,1.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"201","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Grauvaque","Fragmento",NA,NA,3.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"202","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"203","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Silex","Fragmento",NA,NA,2.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"204","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"205","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Calcedonia","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"206","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"207","H18-2724",119.848999023438,126.375999450684,24.1609992980957,"1","5","BUCKET","VB",TRUE,"LOT-98","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,18,NA,NA
"208","H18-2727",119.915000915527,126.230003356934,24.1919994354248,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Lasca",NA,"0%",9,12.8,28.55,23.25,"Nenhuma",NA,NA,NA,NA
"209","H18-2731",119.813003540039,126.083999633789,24.2150001525879,"1","5","LITHIC","VB",TRUE,"LOT-61","Silex","Produto alongado",NA,"0%",0,3.32,6.29,18.01,"Nenhuma",NA,NA,NA,NA
"210","H18-2733",119.714996337891,126.033996582031,24.2670001983643,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Lasca",NA,"0%",4,8.74,15.78,30.81,"Nenhuma",NA,NA,NA,NA
"211","H18-2735",119.824996948242,126.068000793457,24.1949996948242,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Núcleo",NA,"0%",13,18.19,26.22,31.45,"Nenhuma",NA,NA,NA,NA
"212","H18-2736",119.852996826172,126.107002258301,24.1900005340576,"1","5","LITHIC","VB",TRUE,"LOT-146","Calcedonia","Produto alongado",NA,"0%",0,3.7,8.06,27,"Nenhuma",NA,NA,NA,NA
"213","H18-2739",119.857002258301,126.05899810791,24.1889991760254,"1","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,8,0,0,0,"Nenhuma",NA,NA,NA,NA
"214","H18-2740",119.852996826172,126.082000732422,24.17799949646,"1","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto alongado",NA,"0%",0,3.44,8.42,18,"Nenhuma",NA,NA,NA,NA
"215","H18-2741",119.911003112793,126.292999267578,24.1639995574951,"1","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento Lasca","Proximal","0%",1,5.58,18.38,0,"Nenhuma",NA,NA,NA,NA
"216","H18-2743",119.873001098633,126.103996276855,24.1669998168945,"1","5","BUCKET","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,3.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"217","H18-2743",119.873001098633,126.103996276855,24.1669998168945,"1","5","BUCKET","VB",TRUE,"LOT-146","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,17,NA,NA
"218","H18-2743",119.873001098633,126.103996276855,24.1669998168945,"1","5","BUCKET","VB",TRUE,"LOT-146","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,8,NA,NA
"219","H18-2748",119.644996643066,126.565002441406,24.1690006256104,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Lasca",NA,"0%",4,7.84,19.31,30.71,"Nenhuma",NA,NA,NA,NA
"220","H18-2752",119.75700378418,126.18399810791,24.1399993896484,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Lasca",NA,"0%",10,8.3,36.84,36.23,"Nenhuma",NA,NA,NA,NA
"221","H18-2753",119.625999450684,126.101997375488,24.1550006866455,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,9,0,0,0,"Nenhuma",NA,NA,NA,NA
"222","H18-2754",119.013999938965,126.838996887207,24.1350002288818,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,6,0,0,0,"Concrecao",NA,NA,NA,NA
"223","H18-2759",119.886001586914,126.384002685547,24.1439990997314,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Fragmento",NA,NA,0,0,0,0,"Nenhuma",NA,NA,NA,NA
"224","H18-2768",119.936996459961,126.291999816895,24.121000289917,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento Lasca","Proximal","0%",20,13.99,33.6,0,"Nenhuma",NA,NA,NA,NA
"225","H18-2775",119.638999938965,126.568000793457,24.1420001983643,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Fragmento Lasca","Proximal","0%",1,6.41,11.5,0,"Nenhuma",NA,NA,NA,NA
"226","H18-2778",119.794998168945,126.337997436523,24.1259994506836,"2","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"227","H18-2778",119.794998168945,126.337997436523,24.1259994506836,"2","5","BUCKET","VB",TRUE,"LOT-311","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"228","H18-2778",119.794998168945,126.337997436523,24.1259994506836,"2","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"229","H18-2778",119.794998168945,126.337997436523,24.1259994506836,"2","5","BUCKET","VB",TRUE,"LOT-311","Grauvaque","Fragmento",NA,NA,12.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"230","H18-2779",119.637001037598,126.606002807617,24.1509990692139,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento Lasca","Distal","0%",0,3.62,11.88,0,"Nenhuma",NA,NA,NA,NA
"231","H18-2781",119.535003662109,126.513999938965,24.1560001373291,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto retocado",NA,"0%",5,9.71,16.63,26.84,"Nenhuma",NA,NA,"Furador-Raspadeira",NA
"232","H18-2800",119.543998718262,126.543998718262,24.1280002593994,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento Lasca","Outro","0%",1,4.64,15.67,0,"Nenhuma",NA,NA,NA,NA
"233","H18-2802",119.480003356934,126.754997253418,24.1529998779297,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"234","H18-2806",119.539001464844,126.851997375488,24.1469993591309,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Lasca",NA,"0%",4,7.35,20.62,22.01,"Nenhuma",NA,NA,NA,NA
"235","H18-2808",119.031997680664,126.415000915527,24.117000579834,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Lasca",NA,"0%",4,4.81,29.98,18.29,"Nenhuma",NA,NA,NA,NA
"236","H18-2811",119.442001342773,126.513999938965,24.1459999084473,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Fragmento Lasca","Proximal","0%",0,3.3,11.44,0,"Nenhuma",NA,NA,NA,NA
"237","H18-2814",119.311996459961,126.997001647949,24.1550006866455,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Produto alongado",NA,"0%",16,16.68,16.67,53.73,"Nenhuma",NA,NA,NA,NA
"238","H18-2817",119.289001464844,126.908996582031,24.1639995574951,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento produto retocado","Distal","0%",1,5.58,13.58,0,"Nenhuma",NA,NA,"Truncatura direita sobre peça retocada",NA
"239","H18-2818",119.241996765137,126.86499786377,24.1499996185303,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento Lasca","Distal","0%",0,4.69,13.01,0,"Nenhuma",NA,NA,NA,NA
"240","H18-2819",119.19100189209,126.790000915527,24.1529998779297,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento",NA,NA,0,0,0,0,"Nenhuma",NA,NA,NA,NA
"241","H18-2820",119.180000305176,126.775001525879,24.1459999084473,"2","5","LITHIC","VB",TRUE,"LOT-61","Calcedonia","Fragmento Lasca","Distal","0%",3,6.59,14.81,0,"Nenhuma",NA,NA,NA,NA
"242","H18-2822",119.322998046875,126.880996704102,24.1569995880127,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento produto alongado","Distal","0%",6,6.26,18.16,0,"Nenhuma",NA,NA,NA,NA
"243","H18-2825",119.25,126.877998352051,24.1110000610352,"2","5","BUCKET","VB",TRUE,"LOT-61","Silex","Lasca",NA,"31-60%",1.8,5.51,21.52,20.13,"Nenhuma",NA,NA,NA,NA
"244","H18-2825",119.25,126.877998352051,24.1110000610352,"2","5","BUCKET","VB",TRUE,"LOT-61","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"245","H18-2825",119.25,126.877998352051,24.1110000610352,"2","5","BUCKET","VB",TRUE,"LOT-61","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"246","H18-2827",119.532997131348,126.669998168945,24.1310005187988,"2","5","BUCKET","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,1.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"247","H18-2827",119.532997131348,126.669998168945,24.1310005187988,"2","5","BUCKET","VB",TRUE,"LOT-61","Silex","Fragmento Lasca","Distal","0%",1.4,5.91,13.58,0,"Nenhuma",NA,NA,NA,NA
"248","H18-2827",119.532997131348,126.669998168945,24.1310005187988,"2","5","BUCKET","VB",TRUE,"LOT-61","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"249","H18-2827",119.532997131348,126.669998168945,24.1310005187988,"2","5","BUCKET","VB",TRUE,"LOT-61","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"250","H18-2828",119.172996520996,126.785003662109,24.117000579834,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento Lasca","Distal","0%",0,2.94,11.05,0,"Nenhuma",NA,NA,NA,NA
"251","H18-2829",119.21900177002,126.791999816895,24.1219997406006,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Fragmento",NA,NA,0,0,0,0,"Nenhuma",NA,NA,NA,NA
"252","H18-2835",119.15599822998,126.689002990723,24.1270008087158,"2","5","LITHIC","VB",TRUE,"LOT-61","Silex","Lasca",NA,"0%",6,6.92,21.78,35.97,"Nenhuma",NA,NA,NA,NA
"253","H18-2836",119.203002929688,126.679000854492,24.136999130249,"2","5","LITHIC","VB",TRUE,"LOT-61","Grauvaque","Fragmento",NA,NA,7,0,0,0,"Nenhuma",NA,NA,NA,NA
"254","H18-2839",119.091003417969,126.523002624512,24.1410007476807,"2","5","LITHIC","VB",TRUE,"LOT-61","Calcedonia","Fragmento Lasca","Proximal","0%",0,3.07,12.21,0,"Nenhuma",NA,NA,NA,NA
"255","H18-2847",119.254997253418,126.612998962402,24.1420001983643,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Produto alongado",NA,"0%",3,6.53,15.12,33.89,"Nenhuma",NA,NA,NA,NA
"256","H18-2851",119.186996459961,126.494003295898,24.1480007171631,"2","5","LITHIC","VB",TRUE,"LOT-146","Silex","Núcleo",NA,"0%",7,20.16,17.24,21.62,"Nenhuma",NA,NA,NA,NA
"257","H18-2852",119.138999938965,126.357002258301,24.1630001068115,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,17,0,0,0,"Nenhuma",NA,NA,NA,NA
"258","H18-2861",119.611999511719,126.224998474121,24.1520004272461,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Concrecao",NA,NA,NA,NA
"259","H18-2865",119.373001098633,126.100997924805,24.173999786377,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Fragmento",NA,NA,16,0,0,0,"Nenhuma",NA,NA,NA,NA
"260","H18-2866",119.363998413086,126.077003479004,24.1849994659424,"2","5","LITHIC","VB",TRUE,"LOT-146","Grauvaque","Lasca",NA,"0%",6,4.98,29.14,35.82,"Nenhuma",NA,NA,NA,NA
